"pid","x","modalities","modalities2"
"30412826","[""Magnetic Resonance Imaging (MRI)""], [""Graph"", ""Image""]","[""Magnetic Resonance Imaging (MRI)""]","[""Graph"", ""Image""]"
"30416865","[""Image""], [""Image"", ""Sensor""]","[""Image""]","[""Image"", ""Sensor""]"
"30417539","[""Biopsy""], [""Histology"", ""Transcriptomics""]","[""Biopsy""]","[""Histology"", ""Transcriptomics""]"
"30427878",NULL,NULL,"[""sequence"", ""k-mer frequencies""]"
"30427892","[""Thermographic scans""], [""Healing by re-epithelization"", ""Requiring skin grafts"", ""Requiring amputations""]","[""Thermographic scans""]","[""Healing by re-epithelization"", ""Requiring skin grafts"", ""Requiring amputations""]"
"30439793","[""Blood Pressure"", ""Laboratory Test Results""], [""blood pressure"", ""laboratory test results""]","[""Blood Pressure"", ""Laboratory Test Results""]","[""blood pressure"", ""laboratory test results""]"
"30442636","[""Pain Scores""], [""Pain Scores""]","[""Pain Scores""]","[""Pain Scores""]"
"30459321","[""Genetics""], [""Images"", ""Text""]","[""Genetics""]","[""Images"", ""Text""]"
"30461117",NULL,NULL,"[""Alcohol use""]"
"30463545",NULL,NULL,"[""EMRs""]"
"30464478","[""Questionnaire""], [""KDSQ"", ""MMSE""]","[""Questionnaire""]","[""KDSQ"", ""MMSE""]"
"30465152","[""ECG""], [""ECG"", ""LV endocardial pacing""]","[""ECG""]","[""ECG"", ""LV endocardial pacing""]"
"30467459",NULL,NULL,"genome, epigenome, transcriptome, microbiome, phenotype, lifestyle"
"30468970",NULL,"[""image"", ""other""]",NULL
"30476213",NULL,NULL,"[""text""]"
"30481208","[""CBC""], [""Blood test results"", ""Demographic data""]","[""CBC""]","[""Blood test results"", ""Demographic data""]"
"30497186","[""Eye movement data""], [""Saccade""]","[""Eye movement data""]","[""Saccade""]"
"30498017","[""NCCT"", ""Diffusion-Weighted Imaging""], [""CT scans"", ""DWI images""]","[""NCCT"", ""Diffusion-Weighted Imaging""]","[""CT scans"", ""DWI images""]"
"30503831",NULL,NULL,"[""miRNA"", ""beta-cell function"", ""insulin sensitivity""]"
"30509988","[""Nanoscale-resolution scanning"", ""Atomic force microscopy (AFM)"", ""Subresonance tapping""], [""nanoscale-resolution scanning""]","[""Nanoscale-resolution scanning"", ""Atomic force microscopy (AFM)"", ""Subresonance tapping""]","[""nanoscale-resolution scanning""]"
"30517157","[""Optical Coherence Tomography (OCT)"", ""Standard Automated Perimetry (SAP)""], [""Optical Coherence Tomography"", ""Standard Automated Perimetry""]","[""Optical Coherence Tomography (OCT)"", ""Standard Automated Perimetry (SAP)""]","[""Optical Coherence Tomography"", ""Standard Automated Perimetry""]"
"30518697","[""plasma"", ""miRNA""], [""Plasma miRNA profiles"", ""Other""]","[""plasma"", ""miRNA""]","[""Plasma miRNA profiles"", ""Other""]"
"30519968","[""Neurocognitive performance""], [""Neuropsychological tests"", ""Imaging""]","[""Neurocognitive performance""]","[""Neuropsychological tests"", ""Imaging""]"
"30522594","[""Registry"", ""Clinical""], [""text""]","[""Registry"", ""Clinical""]","[""text""]"
"31958118",NULL,NULL,NULL
"30523141","[""MR Imaging""], [""medical images""]","[""MR Imaging""]","[""medical images""]"
"30545401","[""16S rRNA gene amplicon sequencing""], [""genomic data""]","[""16S rRNA gene amplicon sequencing""]","[""genomic data""]"
"30552264","[""Humanoid robot interaction""], [""Text""]","[""Humanoid robot interaction""]","[""Text""]"
"30558608","[""Surface electromyographic signals (sEMG)""], [""Muscle fatigue"", ""Surface electromyographic signals""]","[""Surface electromyographic signals (sEMG)""]","[""Muscle fatigue"", ""Surface electromyographic signals""]"
"30560362","[""Ultrasound""], [""Ultrasound"", ""Shear wave elastography""]","[""Ultrasound""]","[""Ultrasound"", ""Shear wave elastography""]"
"30563267",NULL,"[""cloud"", ""edge""]",NULL
"30573458","[""Imaging""], [""image"", ""text""]","[""Imaging""]","[""image"", ""text""]"
"30587458","[""proteomics"", ""CT""], [""tomography"", ""angiography""]","[""proteomics"", ""CT""]","[""tomography"", ""angiography""]"
"30594138",NULL,"[""Text"", ""Numerical""]",NULL
"30595082","[""Functional magnetic resonance imaging"", ""Proprioception""], [""Sensory Motor Networks"", ""Reaching Accuracy""]","[""Functional magnetic resonance imaging"", ""Proprioception""]","[""Sensory Motor Networks"", ""Reaching Accuracy""]"
"30598029","[""Ultrasonic"", ""Piezoelectric""], [""ultrasonic"", ""piezoelectric ultrasonic""]","[""Ultrasonic"", ""Piezoelectric""]","[""ultrasonic"", ""piezoelectric ultrasonic""]"
"30603188","[""Speech""], [""speech"", ""voice""]","[""Speech""]","[""speech"", ""voice""]"
"30607709",NULL,NULL,"[{""value"": ""radiation therapy""}, {""value"": ""chemotherapy""}]"
"30622691",NULL,NULL,"[""Force Analysis"", ""Pelvic Support""]"
"30614553","[""Ultrasonography""], [""Ultrasound (US)"", ""Texture features""]","[""Ultrasonography""]","[""Ultrasound (US)"", ""Texture features""]"
"30617134","[""gene expression"", ""copy-number variation"", ""cell morphometry"", ""protein expression""], [""microarray data""]","[""gene expression"", ""copy-number variation"", ""cell morphometry"", ""protein expression""]","[""microarray data""]"
"30620412","[""Radiotherapy""], [""Image"", ""Text""]","[""Radiotherapy""]","[""Image"", ""Text""]"
"30622091","[""Electronic Health Records""], [{""modality"": ""laboratory tests""}]","[""Electronic Health Records""]","[{""modality"": ""laboratory tests""}]"
"30625395","[""T1-and T2-weighted MR images""], [""MRI"", ""T1-weighted"", ""T2-weighted""]","[""T1-and T2-weighted MR images""]","[""MRI"", ""T1-weighted"", ""T2-weighted""]"
"30627654","[""Functional magnetic resonance imaging""], [""fMRI"", ""Videos""]","[""Functional magnetic resonance imaging""]","[""fMRI"", ""Videos""]"
"30629589","[""Lung Side"", ""Platelet Count""], [""health records""]","[""Lung Side"", ""Platelet Count""]","[""health records""]"
"30630441",NULL,NULL,"[""Text""]"
"30644411","[""Blood Biochemistry"", ""Cell Count""], [{""Modality"": ""Blood_Biochemistry"", ""Description"": null}]","[""Blood Biochemistry"", ""Cell Count""]","[{""Modality"": ""Blood_Biochemistry"", ""Description"": null}]"
"30645667","[""Biological data""], [{""value"": [""Text"", ""Image""]}]","[""Biological data""]","[{""value"": [""Text"", ""Image""]}]"
"30659193","[""Resting-state brain patterns"", ""functional connectivity""], [""MRI""]","[""Resting-state brain patterns"", ""functional connectivity""]","[""MRI""]"
"30661193","[""T1 contrast enhanced"", ""T2-FLAIR""], [""MRI""]","[""T1 contrast enhanced"", ""T2-FLAIR""]","[""MRI""]"
"30661578","[""Metabolomics"", ""Transcriptomics""], [""Metabolomics""]","[""Metabolomics"", ""Transcriptomics""]","[""Metabolomics""]"
"30662456","[""Sensorimotor function"", ""Robotic""], {""Kinesthesia"": null, ""Proprioception"": null}","[""Sensorimotor function"", ""Robotic""]","{""Kinesthesia"": null, ""Proprioception"": null}"
"30686984","[""Functional Magnetic Resonance Imaging""], [""fMRI""]","[""Functional Magnetic Resonance Imaging""]","[""fMRI""]"
"30688092","[""Sensorimotor"", ""Cognitive"", ""Proprioceptive""], [{""modality"": ""sensorimotor""}, {""modality"": ""cognitive""}]","[""Sensorimotor"", ""Cognitive"", ""Proprioceptive""]","[{""modality"": ""sensorimotor""}, {""modality"": ""cognitive""}]"
"30688670",NULL,NULL,"[""text""]"
"30692945","[""EEG"", ""Clinical""], [""EEG"", ""clinical""]","[""EEG"", ""Clinical""]","[""EEG"", ""clinical""]"
"30701625","[""MRI"", ""T2-weighted"", ""Diffusion weighted imaging""], [""MRI"", ""Diffusion weighted imaging""]","[""MRI"", ""T2-weighted"", ""Diffusion weighted imaging""]","[""MRI"", ""Diffusion weighted imaging""]"
"30704470","[""airway epithelial cells"", ""microarrays""], [""Genomics"", ""Transcriptomics""]","[""airway epithelial cells"", ""microarrays""]","[""Genomics"", ""Transcriptomics""]"
"30709363","[""Thigh"", ""Knee""], [""Knee flexion angle"", ""Thigh-segment angular velocity"", ""Thigh-segment acceleration""]","[""Thigh"", ""Knee""]","[""Knee flexion angle"", ""Thigh-segment angular velocity"", ""Thigh-segment acceleration""]"
"30709409","[""Motion"", ""Force""], [""Kinematic data (elbow movement), electromechanical signals""]","[""Motion"", ""Force""]","[""Kinematic data (elbow movement), electromechanical signals""]"
"30713485","[""Facial Videos""], [""facial videos"", ""computer vision algorithms""]","[""Facial Videos""]","[""facial videos"", ""computer vision algorithms""]"
"30724079","[""Raman spectroscopy""], [""Raman Spectroscopy""]","[""Raman spectroscopy""]","[""Raman Spectroscopy""]"
"30734176",NULL,"[""Robotics""]",NULL
"30734544","[""EEG"", ""fNIRS""], [""EEG"", ""fNIRS""]","[""EEG"", ""fNIRS""]","[""EEG"", ""fNIRS""]"
"30739657","[""Medical Imaging"", ""Clinical Data""], [""text"", ""clinical data""]","[""Medical Imaging"", ""Clinical Data""]","[""text"", ""clinical data""]"
"30739867","[""RNA sequencing"", ""Stable isotope labeling with amino acids in cell culture"", ""Reduced representative bisulfite sequencing and assay for transposase-accessible chromatin sequencing""], [{""gene_expression"": [""RNA sequencing"", ""stable isotope labeling with amino acids in cell culture""]}, {""protein_expression"": null}, {""other"": null}]","[""RNA sequencing"", ""Stable isotope labeling with amino acids in cell culture"", ""Reduced representative bisulfite sequencing and assay for transposase-accessible chromatin sequencing""]","[{""gene_expression"": [""RNA sequencing"", ""stable isotope labeling with amino acids in cell culture""]}, {""protein_expression"": null}, {""other"": null}]"
"30741250","[""ECG""], [""ECG signals""]","[""ECG""]","[""ECG signals""]"
"30745169","[""EHRs"", ""miRNAs""], [""exosomal microRNAs""]","[""EHRs"", ""miRNAs""]","[""exosomal microRNAs""]"
"30767173",NULL,"[""electronic health records""]",NULL
"30767528",NULL,"[""Chemistry""]",NULL
"30768159","[""Genomic data"", ""Gene expression"", ""Copy number variation""], [""Copy number variation"", ""Gene expression""]","[""Genomic data"", ""Gene expression"", ""Copy number variation""]","[""Copy number variation"", ""Gene expression""]"
"30770034","[""Physiological data""], [""HRV"", ""Blood Collection""]","[""Physiological data""]","[""HRV"", ""Blood Collection""]"
"30771620","[""Text""], [{""Type"": ""Clinical"", ""Modality"": ""Genetics""}, {""Type"": ""Research"", ""Modality"": ""Gene Ontology analysis""}]","[""Text""]","[{""Type"": ""Clinical"", ""Modality"": ""Genetics""}, {""Type"": ""Research"", ""Modality"": ""Gene Ontology analysis""}]"
"30773443","[""transcript"", ""expression""], [""transcript expression""]","[""transcript"", ""expression""]","[""transcript expression""]"
"30779585","[""DNA polymerase inhibition assays"", ""HIV-1 wild-type cell-based""], [""Text"", ""Numerical""]","[""DNA polymerase inhibition assays"", ""HIV-1 wild-type cell-based""]","[""Text"", ""Numerical""]"
"30782022","[""Voxel-based morphometry""], [""VBM""]","[""Voxel-based morphometry""]","[""VBM""]"
"30785881","[""Mechanically ventilated children""], [""mechanically ventilated children""]","[""Mechanically ventilated children""]","[""mechanically ventilated children""]"
"30789386",NULL,"[""Administrative""]",NULL
"30794559","[""Magnetic Resonance Imaging""], [""T1-weighted images"", ""T2-weighted images""]","[""Magnetic Resonance Imaging""]","[""T1-weighted images"", ""T2-weighted images""]"
"30794629","[""Functional MRI""], [""fMRI"", ""rs-fMRI""]","[""Functional MRI""]","[""fMRI"", ""rs-fMRI""]"
"30795962","[""molecular"", ""histologic""], [""Microarray"", ""Molecular""]","[""molecular"", ""histologic""]","[""Microarray"", ""Molecular""]"
"30807586","[""Clinical"", ""Imaging""], [""Image"", ""Text""]","[""Clinical"", ""Imaging""]","[""Image"", ""Text""]"
"30809047","[""Computed Tomography (CT)""], [""Computed Tomography Image""]","[""Computed Tomography (CT)""]","[""Computed Tomography Image""]"
"30831526","[""vision"", ""gait""], [""Vision""]","[""vision"", ""gait""]","[""Vision""]"
"30815130",NULL,NULL,"[""text""]"
"30818293","[""EEG""], [{""Text"": null, ""Label"": ""EEG""}, {""Text"": null, ""Label"": ""Button clicks""}]","[""EEG""]","[{""Text"": null, ""Label"": ""EEG""}, {""Text"": null, ""Label"": ""Button clicks""}]"
"30818294","[""Computed Tomography (CT)""], [""Dosimetric parameters"", ""Geometric parameters""]","[""Computed Tomography (CT)""]","[""Dosimetric parameters"", ""Geometric parameters""]"
"30833164",NULL,NULL,"[""CT examinations""]"
"30833926","[""Eye Movement"", ""Psychometric"", ""Neuroimaging""], [""eye movement"", ""psychometric tests"", ""neuroimaging""]","[""Eye Movement"", ""Psychometric"", ""Neuroimaging""]","[""eye movement"", ""psychometric tests"", ""neuroimaging""]"
"30838178","[""16S rRNA gene"", ""metagenomic shotgun sequencing""], [""Genomic"", ""Gut microbiome""]","[""16S rRNA gene"", ""metagenomic shotgun sequencing""]","[""Genomic"", ""Gut microbiome""]"
"30839433","[""Functional MRI""], [{""Tag"": ""Toronto, ON"", ""Country"": ""Canada""}]","[""Functional MRI""]","[{""Tag"": ""Toronto, ON"", ""Country"": ""Canada""}]"
"30847388","[""Neuronal recordings""], [""neuronal"", ""machine learning""]","[""Neuronal recordings""]","[""neuronal"", ""machine learning""]"
"30847821","[""Imaging"", ""Clinical""], [""SPECT Imaging"", ""Clinical Measures""]","[""Imaging"", ""Clinical""]","[""SPECT Imaging"", ""Clinical Measures""]"
"30850846","[""Transcriptomic perturbations""], [""transcriptomic data""]","[""Transcriptomic perturbations""]","[""transcriptomic data""]"
"30853041","[""Audio"", ""Physiological signals""], [""sound"", ""breath sounds""]","[""Audio"", ""Physiological signals""]","[""sound"", ""breath sounds""]"
"30870597",NULL,"[""Medical claims"", ""Electroencephalogram procedures""]",NULL
"30872323","[""medical""], [""text"", ""image""]","[""medical""]","[""text"", ""image""]"
"30872331","[""genomic"", ""gene expression""], [""genomic data""]","[""genomic"", ""gene expression""]","[""genomic data""]"
"30885044","[""DNA methylation""], [""DNA methylation""]","[""DNA methylation""]","[""DNA methylation""]"
"30895278","[""Image"", ""CT Scan""], [""Image""]","[""Image"", ""CT Scan""]","[""Image""]"
"30921785",NULL,"[""Radiation Medicine Program""]",NULL
"30923086","[""Image""], [""Neurological Surgery (R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W., J.F.T.)."", ""Brain and Spinal Injury Center (D.B.M., R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W.).""]","[""Image""]","[""Neurological Surgery (R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W., J.F.T.)."", ""Brain and Spinal Injury Center (D.B.M., R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W.).""]"
"30937398","[""nanofiber culture devices""], [""Image"", ""Text""]","[""nanofiber culture devices""]","[""Image"", ""Text""]"
"30941679","[""Ultrasound""], [""Ultrasound"", ""Mobile Point-of-Care""]","[""Ultrasound""]","[""Ultrasound"", ""Mobile Point-of-Care""]"
"30947300",NULL,"[""Imaging features"", ""Patient demographics"", ""Comorbidities""]",NULL
"30947496",NULL,NULL,NULL
"30948811","[""MRI""], [{""value"": ""medical imaging""}, {""value"": ""electroencephalography (EEG)""}]","[""MRI""]","[{""value"": ""medical imaging""}, {""value"": ""electroencephalography (EEG)""}]"
"30956924","[""Text""], [""Text""]","[""Text""]","[""Text""]"
"30958743","[""Magnetic Resonance Imaging"", ""T2-weighted"", ""Apparent Diffusion Coefficient"", ""Diffusion Kurtosis Imaging""], [""Magnetic Resonance Imaging""]","[""Magnetic Resonance Imaging"", ""T2-weighted"", ""Apparent Diffusion Coefficient"", ""Diffusion Kurtosis Imaging""]","[""Magnetic Resonance Imaging""]"
"30959966","[""Gene expression"", ""Copy number alteration""], [""Genomic"", ""Clinical""]","[""Gene expression"", ""Copy number alteration""]","[""Genomic"", ""Clinical""]"
"30962703","[""SBP"", ""Serum Creatinine"", ""Glycosylated Hemoglobin"", ""DBP""], [{""Modality"": ""stenting""}, {""Modality"": ""best medical therapy""}]","[""SBP"", ""Serum Creatinine"", ""Glycosylated Hemoglobin"", ""DBP""]","[{""Modality"": ""stenting""}, {""Modality"": ""best medical therapy""}]"
"30963519","[""Cerebral oxygen saturation"", ""Neurological assessment""], [""Cognitive Visuospatial Task"", ""Robotics Technology""]","[""Cerebral oxygen saturation"", ""Neurological assessment""]","[""Cognitive Visuospatial Task"", ""Robotics Technology""]"
"30972106","[""Genomic profiles"", ""clinical information""], [""Gene expression"", ""Therapy""]","[""Genomic profiles"", ""clinical information""]","[""Gene expression"", ""Therapy""]"
