"pid","title"
"38446766","Sex-specific differences in physiological parameters related to SARS-CoV-2 infections among a national cohort (COVI-GAPP study)."
"29717941","Understanding and diagnosing the potential for bias when using machine learning methods with doubly robust causal estimators."
"29747532","Neonatal Seizure Detection Using Deep Convolutional Neural Networks."
"29748112","Automated assessment of levodopa-induced dyskinesia: Evaluating the responsiveness of video-based features."
"29766490","Emotional hyper-reactivity and cardiometabolic risk in remitted bipolar patients: a machine learning approach."
"29766558","A cure-rate model for Q-learning: Estimating an adaptive immunosuppressant treatment strategy for allogeneic hematopoietic cell transplant patients."
"29775951","Retinal blood vessel segmentation using fully convolutional network with transfer learning."
"29779671","Resting-State Connectivity Biomarkers of Cognitive Performance and Social Function in Individuals With Schizophrenia Spectrum Disorder and Healthy Control Subjects."
"29780871","Computer-based evaluation of Alzheimer's disease and mild cognitive impairment patients during a picture description task."
"29801696","Deep generative learning for automated EHR diagnosis of traditional Chinese medicine."
"29803920","Automated comprehensive Adolescent Idiopathic Scoliosis assessment using MVC-Net."
"29806042","Performance of Machine Learning Algorithms for Qualitative and Quantitative Prediction Drug Blockade of hERG1 channel."
"29844507","Alcohol use effects on adolescent brain development revealed by simultaneously removing confounding factors, identifying morphometric patterns, and classifying individuals."
"29844511","Cancer Characteristic Gene Selection via Sample Learning Based on Deep Sparse Filtering."
"29847723","Assessing Gaussian Process Regression and Permutationally Invariant Polynomial Approaches To Represent High-Dimensional Potential Energy Surfaces."
"29964127","Predictive Analytics and Modeling Employing Machine Learning Technology: The Next Step in Data Sharing, Analysis, and Individualized Counseling Explored With a Large, Prospective Prenatal Hydronephrosis Database."
"29969172","Use of machine learning to predict early biochemical recurrence after robot-assisted prostatectomy."
"29971330","Use of Machine Learning to Determine Deviance in Neuroanatomical Maturity Associated With Future Psychosis in Youths at Clinically High Risk."
"29973250","The effects of error-augmentation versus error-reduction paradigms in robotic therapy to enhance upper extremity performance and recovery post-stroke: a systematic review."
"29980214","Investigating rectal toxicity associated dosimetric features with deformable accumulated rectal surface dose maps for cervical cancer radiotherapy."
"38450221","Proceedings of the 11th Annual Deep Brain Stimulation Think Tank: pushing the forefront of neuromodulation with functional network mapping, biomarkers for adaptive DBS, bioethical dilemmas, AI-guided neuromodulation, and translational advancements."
"30005591","An integrative network-based approach to identify novel disease genes and pathways: a case study in the context of inflammatory bowel disease."
"30010088","Ensembling convolutional and long short-term memory networks for electrocardiogram arrhythmia detection."
"30012102","A longitudinal magnetic resonance imaging study of neurodegenerative and small vessel disease, and clinical cognitive trajectories in non demented patients with transient ischemic attack: the PREVENT study."
"30012686","Abnormal Low-Frequency Oscillations Reflect Trait-Like Pain Ratings in Chronic Pain Patients Revealed through a Machine Learning Approach."
"30015242","When robots care: Public deliberations on how technology and humans may support independent living for older adults."
"30018571","A Machine Learning Aided Systematic Review and Meta-Analysis of the Relative Risk of Atrial Fibrillation in Patients With Diabetes Mellitus."
"30020426","Plasma Immunoglobulin A Responses Against 2 Salmonella Typhi Antigens Identify Patients With Typhoid Fever."
"30025851","Probabilistic functional tractography of the human cortex revisited."
"30032700","Robotic Assessment of Motor, Sensory, and Cognitive Function in Acute Sport-Related Concussion and Recovery."
"30046955","Fractal dimension based carotid plaque characterization from three-dimensional ultrasound images."
"32645927","Proteomics-Based Machine Learning Approach as an Alternative to Conventional Biomarkers for Differential Diagnosis of Chronic Kidney Diseases."
"32646685","Automatic Midline Identification in Transverse 2-D Ultrasound Images of the Spine."
"32971358","Is Fidgety Philip's ground truth also ours? The creation and application of a machine learning algorithm."
"32972660","Indoor location identification of patients for directing virtual care: An AI approach using machine learning and knowledge-based methods."
"30064263","Deep Tissue Sequencing Using Hypodermoscopy and Augmented Intelligence to Analyze Atypical Pigmented Lesions."
"30064477","Improving internal model strength and performance of prosthetic hands using augmented feedback."
"30065177","Detection of Talking in Respiratory Signals: A Feasibility Study Using Machine Learning and Wearable Textile-Based Sensors."
"30084192","Complexity in mood disorder diagnosis: fMRI connectivity networks predicted medication-class of response in complex patients."
"30084388","A speed-adaptive intraspinal microstimulation controller to restore weight-bearing stepping in a spinal cord hemisection model."
"30089110","Cardiac Phase Space Tomography: A novel method of assessing coronary artery disease utilizing machine learning."
"30089915","Genomic prediction of relapse in recipients of allogeneic haematopoietic stem cell transplantation."
"30091677","Non-Invasive Pressure Reactivity Index Using Doppler Systolic Flow Parameters: A Pilot Analysis."
"30098706","The National Echocardiography Database Australia (NEDA): Rationale and methodology."
"30099076","Comparing fully automated state-of-the-art cerebellum parcellation from magnetic resonance images."
"30104567","Identification of susceptibility pathways for the role of chromosome 15q25.1 in modifying lung cancer risk."
"32686236","The continuous development of a complete and objective automatic grading system of facial signs from selfie pictures: Asian validation study and application to women of three ethnic origins, differently aged."
"32686506","Virtual care: Enhancing access or harming care?"
