"pid","countries","x","modalities","modalities2"
"30337065","[""Canada"", ""Netherlands"", ""Spain"", ""Turkey"", ""United States""]","[""echocardiograms""], [""echocardiogram""]","[""echocardiograms""]","[""echocardiogram""]"
"30306886","[""Canada""]","[""Resting-state mALFF"", ""Amygdala complex functional connectivity""], [""fMRI""]","[""Resting-state mALFF"", ""Amygdala complex functional connectivity""]","[""fMRI""]"
"30336070","[""Canada"", ""United States""]","[""robot""], [""humanoid robot's mental state"", ""gaze cues""]","[""robot""]","[""humanoid robot's mental state"", ""gaze cues""]"
"30336363","[""Canada"", ""Mexico""]","[""3D spine models"", ""biplanar X-rays""], [""3D spine models"", ""X-rays""]","[""3D spine models"", ""biplanar X-rays""]","[""3D spine models"", ""X-rays""]"
"30340027","[""Canada"", ""United States""]","[""Histopathology images""], [""Image""]","[""Histopathology images""]","[""Image""]"
"30352783","[""Canada""]","[""Magnetic Resonance Imaging""], [""MRI""]","[""Magnetic Resonance Imaging""]","[""MRI""]"
"30354561","[""Canada"", ""United States""]","[""Breath-by-breath"", ""Time-series""], [""Breath-by-Breath Data""]","[""Breath-by-breath"", ""Time-series""]","[""Breath-by-Breath Data""]"
"30367117","[""Canada"", ""United States""]","[""RNA-seq""], [""genomics"", ""epidemiology""]","[""RNA-seq""]","[""genomics"", ""epidemiology""]"
"30381856","[""Canada"", ""United States""]","[""liquid chromatography coupled with mass spectrometry"", ""proton nuclear magnetic resonance spectroscopy-based metabolomics"", ""targeted proteomics analysis""], [""Metabolomics"", ""Proteomics""]","[""liquid chromatography coupled with mass spectrometry"", ""proton nuclear magnetic resonance spectroscopy-based metabolomics"", ""targeted proteomics analysis""]","[""Metabolomics"", ""Proteomics""]"
"30383850","[""Canada""]",NULL,NULL,"[""Demographic data""]"
"30409057","[""Canada"", ""Turkey"", ""United States""]","[""Acoustic"", ""Lip Movement"", ""Tongue Movement""], [""Acoustic"", ""Lip movement"", ""Tongue movement""]","[""Acoustic"", ""Lip Movement"", ""Tongue Movement""]","[""Acoustic"", ""Lip movement"", ""Tongue movement""]"
"30412826","[""Canada""]","[""Magnetic Resonance Imaging (MRI)""], [""Graph"", ""Image""]","[""Magnetic Resonance Imaging (MRI)""]","[""Graph"", ""Image""]"
"30427892","[""Canada"", ""Mexico""]","[""Thermographic scans""], [""Healing by re-epithelization"", ""Requiring skin grafts"", ""Requiring amputations""]","[""Thermographic scans""]","[""Healing by re-epithelization"", ""Requiring skin grafts"", ""Requiring amputations""]"
"30439793","[""Canada"", ""Turkey""]","[""Blood Pressure"", ""Laboratory Test Results""], [""blood pressure"", ""laboratory test results""]","[""Blood Pressure"", ""Laboratory Test Results""]","[""blood pressure"", ""laboratory test results""]"
"30442636","[""Canada""]","[""Pain Scores""], [""Pain Scores""]","[""Pain Scores""]","[""Pain Scores""]"
"30459321","[""Australia"", ""Canada"", ""Netherlands"", ""United States""]","[""Genetics""], [""Images"", ""Text""]","[""Genetics""]","[""Images"", ""Text""]"
"30461117","[""Australia"", ""Canada""]",NULL,NULL,"[""Alcohol use""]"
"30463545","[""Canada"", ""China"", ""Georgia""]",NULL,NULL,"[""EMRs""]"
"30464478","[""Canada"", ""South Korea""]","[""Questionnaire""], [""KDSQ"", ""MMSE""]","[""Questionnaire""]","[""KDSQ"", ""MMSE""]"
"30465152","[""Canada""]","[""ECG""], [""ECG"", ""LV endocardial pacing""]","[""ECG""]","[""ECG"", ""LV endocardial pacing""]"
"30481208","[""Canada"", ""Israel""]","[""CBC""], [""Blood test results"", ""Demographic data""]","[""CBC""]","[""Blood test results"", ""Demographic data""]"
"30497186","[""Canada"", ""Turkey""]","[""Eye movement data""], [""Saccade""]","[""Eye movement data""]","[""Saccade""]"
"30498017","[""Canada"", ""South Korea"", ""Turkey""]","[""NCCT"", ""Diffusion-Weighted Imaging""], [""CT scans"", ""DWI images""]","[""NCCT"", ""Diffusion-Weighted Imaging""]","[""CT scans"", ""DWI images""]"
"30503831","[""Canada"", ""United States""]",NULL,NULL,"[""miRNA"", ""beta-cell function"", ""insulin sensitivity""]"
"30509988","[""Canada"", ""Czechia"", ""Turkey"", ""United States""]","[""Nanoscale-resolution scanning"", ""Atomic force microscopy (AFM)"", ""Subresonance tapping""], [""nanoscale-resolution scanning""]","[""Nanoscale-resolution scanning"", ""Atomic force microscopy (AFM)"", ""Subresonance tapping""]","[""nanoscale-resolution scanning""]"
"30517157","[""Brazil"", ""Canada"", ""United States""]","[""Optical Coherence Tomography (OCT)"", ""Standard Automated Perimetry (SAP)""], [""Optical Coherence Tomography"", ""Standard Automated Perimetry""]","[""Optical Coherence Tomography (OCT)"", ""Standard Automated Perimetry (SAP)""]","[""Optical Coherence Tomography"", ""Standard Automated Perimetry""]"
"30518697","[""Australia"", ""Canada""]","[""plasma"", ""miRNA""], [""Plasma miRNA profiles"", ""Other""]","[""plasma"", ""miRNA""]","[""Plasma miRNA profiles"", ""Other""]"
"30519968","[""Canada""]","[""Neurocognitive performance""], [""Neuropsychological tests"", ""Imaging""]","[""Neurocognitive performance""]","[""Neuropsychological tests"", ""Imaging""]"
"30522594","[""Canada"", ""United States""]","[""Registry"", ""Clinical""], [""text""]","[""Registry"", ""Clinical""]","[""text""]"
"30523141","[""Canada"", ""Turkey"", ""United States""]","[""MR Imaging""], [""medical images""]","[""MR Imaging""]","[""medical images""]"
"30545401","[""Canada""]","[""16S rRNA gene amplicon sequencing""], [""genomic data""]","[""16S rRNA gene amplicon sequencing""]","[""genomic data""]"
"30552264","[""Canada""]","[""Humanoid robot interaction""], [""Text""]","[""Humanoid robot interaction""]","[""Text""]"
"30558608","[""Canada"", ""Italy""]","[""Surface electromyographic signals (sEMG)""], [""Muscle fatigue"", ""Surface electromyographic signals""]","[""Surface electromyographic signals (sEMG)""]","[""Muscle fatigue"", ""Surface electromyographic signals""]"
"30573458","[""Canada"", ""Turkey""]","[""Imaging""], [""image"", ""text""]","[""Imaging""]","[""image"", ""text""]"
"30587458","[""Canada"", ""Germany"", ""Netherlands"", ""Sweden"", ""United States""]","[""proteomics"", ""CT""], [""tomography"", ""angiography""]","[""proteomics"", ""CT""]","[""tomography"", ""angiography""]"
"30594138","[""Australia"", ""Canada"", ""Germany"", ""Greece"", ""Spain"", ""Switzerland""]",NULL,"[""Text"", ""Numerical""]",NULL
"30595082","[""Canada"", ""United States""]","[""Functional magnetic resonance imaging"", ""Proprioception""], [""Sensory Motor Networks"", ""Reaching Accuracy""]","[""Functional magnetic resonance imaging"", ""Proprioception""]","[""Sensory Motor Networks"", ""Reaching Accuracy""]"
"30603188","[""Canada""]","[""Speech""], [""speech"", ""voice""]","[""Speech""]","[""speech"", ""voice""]"
"30607709","[""Canada""]",NULL,NULL,"[{""value"": ""radiation therapy""}, {""value"": ""chemotherapy""}]"
"30614553","[""Canada""]","[""Ultrasonography""], [""Ultrasound (US)"", ""Texture features""]","[""Ultrasonography""]","[""Ultrasound (US)"", ""Texture features""]"
"30617134","[""Canada"", ""Finland"", ""Netherlands"", ""Norway"", ""Sweden"", ""United States""]","[""gene expression"", ""copy-number variation"", ""cell morphometry"", ""protein expression""], [""microarray data""]","[""gene expression"", ""copy-number variation"", ""cell morphometry"", ""protein expression""]","[""microarray data""]"
"30620412","[""Canada"", ""Italy"", ""United States""]","[""Radiotherapy""], [""Image"", ""Text""]","[""Radiotherapy""]","[""Image"", ""Text""]"
"30622091","[""Canada""]","[""Electronic Health Records""], [{""modality"": ""laboratory tests""}]","[""Electronic Health Records""]","[{""modality"": ""laboratory tests""}]"
"30625395","[""Canada"", ""China""]","[""T1-and T2-weighted MR images""], [""MRI"", ""T1-weighted"", ""T2-weighted""]","[""T1-and T2-weighted MR images""]","[""MRI"", ""T1-weighted"", ""T2-weighted""]"
"30627654","[""Canada"", ""Switzerland""]","[""Functional magnetic resonance imaging""], [""fMRI"", ""Videos""]","[""Functional magnetic resonance imaging""]","[""fMRI"", ""Videos""]"
"30629589","[""Canada""]","[""Lung Side"", ""Platelet Count""], [""health records""]","[""Lung Side"", ""Platelet Count""]","[""health records""]"
"30644411","[""Canada"", ""Russia"", ""United Kingdom"", ""United States""]","[""Blood Biochemistry"", ""Cell Count""], [{""Modality"": ""Blood_Biochemistry"", ""Description"": null}]","[""Blood Biochemistry"", ""Cell Count""]","[{""Modality"": ""Blood_Biochemistry"", ""Description"": null}]"
"30645667","[""Canada"", ""United States""]","[""Biological data""], [{""value"": [""Text"", ""Image""]}]","[""Biological data""]","[{""value"": [""Text"", ""Image""]}]"
"30659193","[""Canada"", ""India""]","[""Resting-state brain patterns"", ""functional connectivity""], [""MRI""]","[""Resting-state brain patterns"", ""functional connectivity""]","[""MRI""]"
"30661193","[""Canada"", ""China"", ""United States""]","[""T1 contrast enhanced"", ""T2-FLAIR""], [""MRI""]","[""T1 contrast enhanced"", ""T2-FLAIR""]","[""MRI""]"
"30661578","[""Canada"", ""Taiwan""]","[""Metabolomics"", ""Transcriptomics""], [""Metabolomics""]","[""Metabolomics"", ""Transcriptomics""]","[""Metabolomics""]"
"30662456","[""Canada""]","[""Sensorimotor function"", ""Robotic""], {""Kinesthesia"": null, ""Proprioception"": null}","[""Sensorimotor function"", ""Robotic""]","{""Kinesthesia"": null, ""Proprioception"": null}"
"30686984","[""Canada""]","[""Functional Magnetic Resonance Imaging""], [""fMRI""]","[""Functional Magnetic Resonance Imaging""]","[""fMRI""]"
"30688092","[""Canada""]","[""Sensorimotor"", ""Cognitive"", ""Proprioceptive""], [{""modality"": ""sensorimotor""}, {""modality"": ""cognitive""}]","[""Sensorimotor"", ""Cognitive"", ""Proprioceptive""]","[{""modality"": ""sensorimotor""}, {""modality"": ""cognitive""}]"
"30688670","[""Canada""]",NULL,NULL,"[""text""]"
"30692945","[""Canada"", ""Egypt""]","[""EEG"", ""Clinical""], [""EEG"", ""clinical""]","[""EEG"", ""Clinical""]","[""EEG"", ""clinical""]"
"30701625","[""Canada""]","[""MRI"", ""T2-weighted"", ""Diffusion weighted imaging""], [""MRI"", ""Diffusion weighted imaging""]","[""MRI"", ""T2-weighted"", ""Diffusion weighted imaging""]","[""MRI"", ""Diffusion weighted imaging""]"
"30709363","[""Canada""]","[""Thigh"", ""Knee""], [""Knee flexion angle"", ""Thigh-segment angular velocity"", ""Thigh-segment acceleration""]","[""Thigh"", ""Knee""]","[""Knee flexion angle"", ""Thigh-segment angular velocity"", ""Thigh-segment acceleration""]"
"30709409","[""Canada""]","[""Motion"", ""Force""], [""Kinematic data (elbow movement), electromechanical signals""]","[""Motion"", ""Force""]","[""Kinematic data (elbow movement), electromechanical signals""]"
"30713485","[""Canada"", ""United States""]","[""Facial Videos""], [""facial videos"", ""computer vision algorithms""]","[""Facial Videos""]","[""facial videos"", ""computer vision algorithms""]"
"30724079","[""Canada"", ""Germany""]","[""Raman spectroscopy""], [""Raman Spectroscopy""]","[""Raman spectroscopy""]","[""Raman Spectroscopy""]"
"30734544","[""Canada""]","[""EEG"", ""fNIRS""], [""EEG"", ""fNIRS""]","[""EEG"", ""fNIRS""]","[""EEG"", ""fNIRS""]"
"30739657","[""Canada"", ""United States""]","[""Medical Imaging"", ""Clinical Data""], [""text"", ""clinical data""]","[""Medical Imaging"", ""Clinical Data""]","[""text"", ""clinical data""]"
"30739867","[""Canada""]","[""RNA sequencing"", ""Stable isotope labeling with amino acids in cell culture"", ""Reduced representative bisulfite sequencing and assay for transposase-accessible chromatin sequencing""], [{""gene_expression"": [""RNA sequencing"", ""stable isotope labeling with amino acids in cell culture""]}, {""protein_expression"": null}, {""other"": null}]","[""RNA sequencing"", ""Stable isotope labeling with amino acids in cell culture"", ""Reduced representative bisulfite sequencing and assay for transposase-accessible chromatin sequencing""]","[{""gene_expression"": [""RNA sequencing"", ""stable isotope labeling with amino acids in cell culture""]}, {""protein_expression"": null}, {""other"": null}]"
"30745169","[""Canada"", ""China""]","[""EHRs"", ""miRNAs""], [""exosomal microRNAs""]","[""EHRs"", ""miRNAs""]","[""exosomal microRNAs""]"
"30767173","[""Canada"", ""France"", ""Sweden"", ""United States""]",NULL,"[""electronic health records""]",NULL
"30770034","[""Canada""]","[""Physiological data""], [""HRV"", ""Blood Collection""]","[""Physiological data""]","[""HRV"", ""Blood Collection""]"
"30771620","[""Canada""]","[""Text""], [{""Type"": ""Clinical"", ""Modality"": ""Genetics""}, {""Type"": ""Research"", ""Modality"": ""Gene Ontology analysis""}]","[""Text""]","[{""Type"": ""Clinical"", ""Modality"": ""Genetics""}, {""Type"": ""Research"", ""Modality"": ""Gene Ontology analysis""}]"
"30773443","[""Australia"", ""Austria"", ""Canada"", ""France"", ""United States""]","[""transcript"", ""expression""], [""transcript expression""]","[""transcript"", ""expression""]","[""transcript expression""]"
"30782022","[""Canada"", ""Cyprus"", ""Spain"", ""United Kingdom""]","[""Voxel-based morphometry""], [""VBM""]","[""Voxel-based morphometry""]","[""VBM""]"
"30785881","[""Canada""]","[""Mechanically ventilated children""], [""mechanically ventilated children""]","[""Mechanically ventilated children""]","[""mechanically ventilated children""]"
"30789386","[""Canada"", ""Turkey""]",NULL,"[""Administrative""]",NULL
"30794559","[""Canada"", ""France""]","[""Magnetic Resonance Imaging""], [""T1-weighted images"", ""T2-weighted images""]","[""Magnetic Resonance Imaging""]","[""T1-weighted images"", ""T2-weighted images""]"
"30794629","[""Canada"", ""Korea, Republic of""]","[""Functional MRI""], [""fMRI"", ""rs-fMRI""]","[""Functional MRI""]","[""fMRI"", ""rs-fMRI""]"
"30795962","[""Australia"", ""Austria"", ""Canada"", ""France"", ""Italy"", ""Spain"", ""United States""]","[""molecular"", ""histologic""], [""Microarray"", ""Molecular""]","[""molecular"", ""histologic""]","[""Microarray"", ""Molecular""]"
"30807586","[""Canada"", ""United Kingdom""]","[""Clinical"", ""Imaging""], [""Image"", ""Text""]","[""Clinical"", ""Imaging""]","[""Image"", ""Text""]"
"30809047","[""Canada""]","[""Computed Tomography (CT)""], [""Computed Tomography Image""]","[""Computed Tomography (CT)""]","[""Computed Tomography Image""]"
"30831526","[""Canada""]","[""vision"", ""gait""], [""Vision""]","[""vision"", ""gait""]","[""Vision""]"
"30818293","[""Canada""]","[""EEG""], [{""Text"": null, ""Label"": ""EEG""}, {""Text"": null, ""Label"": ""Button clicks""}]","[""EEG""]","[{""Text"": null, ""Label"": ""EEG""}, {""Text"": null, ""Label"": ""Button clicks""}]"
"30818294","[""Canada""]","[""Computed Tomography (CT)""], [""Dosimetric parameters"", ""Geometric parameters""]","[""Computed Tomography (CT)""]","[""Dosimetric parameters"", ""Geometric parameters""]"
"30833164","[""Canada""]",NULL,NULL,"[""CT examinations""]"
"30833926","[""Canada"", ""United States""]","[""Eye Movement"", ""Psychometric"", ""Neuroimaging""], [""eye movement"", ""psychometric tests"", ""neuroimaging""]","[""Eye Movement"", ""Psychometric"", ""Neuroimaging""]","[""eye movement"", ""psychometric tests"", ""neuroimaging""]"
"30838178","[""Canada"", ""Netherlands""]","[""16S rRNA gene"", ""metagenomic shotgun sequencing""], [""Genomic"", ""Gut microbiome""]","[""16S rRNA gene"", ""metagenomic shotgun sequencing""]","[""Genomic"", ""Gut microbiome""]"
"30839433","[""Canada""]","[""Functional MRI""], [{""Tag"": ""Toronto, ON"", ""Country"": ""Canada""}]","[""Functional MRI""]","[{""Tag"": ""Toronto, ON"", ""Country"": ""Canada""}]"
"30847388","[""Canada"", ""Germany"", ""Turkey""]","[""Neuronal recordings""], [""neuronal"", ""machine learning""]","[""Neuronal recordings""]","[""neuronal"", ""machine learning""]"
"30847821","[""Canada"", ""China"", ""United States""]","[""Imaging"", ""Clinical""], [""SPECT Imaging"", ""Clinical Measures""]","[""Imaging"", ""Clinical""]","[""SPECT Imaging"", ""Clinical Measures""]"
"30853041","[""Canada""]","[""Audio"", ""Physiological signals""], [""sound"", ""breath sounds""]","[""Audio"", ""Physiological signals""]","[""sound"", ""breath sounds""]"
"30870597","[""Canada"", ""United States""]",NULL,"[""Medical claims"", ""Electroencephalogram procedures""]",NULL
"30872323","[""Canada"", ""France"", ""Netherlands"", ""Turkey""]","[""medical""], [""text"", ""image""]","[""medical""]","[""text"", ""image""]"
"30885044","[""Canada"", ""China"", ""Israel"", ""United States""]","[""DNA methylation""], [""DNA methylation""]","[""DNA methylation""]","[""DNA methylation""]"
"30921785","[""Canada""]",NULL,"[""Radiation Medicine Program""]",NULL
"30923086","[""Canada"", ""Turkey"", ""United States""]","[""Image""], [""Neurological Surgery (R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W., J.F.T.)."", ""Brain and Spinal Injury Center (D.B.M., R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W.).""]","[""Image""]","[""Neurological Surgery (R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W., J.F.T.)."", ""Brain and Spinal Injury Center (D.B.M., R.J.H., A.F., X.D.-F., L.H.T., N.K., M.S.B., J.C.B., S.D., W.W.).""]"
